id_sppg,nama,prov,kab,kec,desa,alamat,lat,lon,presisi,kode_kab_bps,kode_kec_bps
S05060,SPPG Lebak Maja Buyut Mekar,BANTEN,LEBAK,MAJA,BUYUT MEKAR,"Kampung Ciemas Rt.004/003 Kelurahan Desa Buyutmekar, Kecamatan Maja, Kabupaten Lebak, Banten",-6.65,106.21667,kabkota,3602,3602190
S05061,SPPG Merauke Merauke Mandala 3,PAPUA SELATAN,MERAUKE,MERAUKE,MANDALA,"Jl. Biak No. 45. Kel. Mandala, Kecamatan Merauke, Kabupaten Merauke, Papua Selatan",-8.49911,140.40498,kecamatan,9401,9401040
S05062,SPPG Bireuen Samalanga Ulee Jeumatan,ACEH,BIREUEN,SAMALANGA,ULEE JEUMATAN,"Jln. Medan-Banda Aceh, Desa Ulee Jeumatan, Kecamatan. Samalanga, Kabupaten Bireuen.",5.08049,96.3758,kecamatan,1110,1110010
S05063,SPPG Cianjur Ciranjang Mekargalih,JAWA BARAT,CIANJUR,CIRANJANG,MEKARGALIH,"Kampung Cibogo RT 03 RW 01 Desa Mekargalih, Kec. Ciranjang, Kab. Cianjur, Jawa Barat",-6.81251,107.26073,kecamatan,3203,3203170
S05064,SPPG Purwakarta Campaka Benteng,JAWA BARAT,PURWAKARTA,CAMPAKA,BENTENG,Jl. Kampung Krajan Kadumekar Desa Benteng Kec Campaka Kab Purwakarta Jawa Barat,-7.10124,107.58187,kecamatan,3214,3214110
S05065,SPPG Kota Pekanbaru Rumbai Limbungan Baru,RIAU,KOTA PEKANBARU,RUMBAI,LIMBUNGAN BARU,"Jl. Pembangunan No.28, Limbungan Baru, Kec. Rumbai, Kota Pekanbaru, Riau",0.64532,101.4112,kecamatan,1471,1471080
S05066,SPPG Lombok Barat Labuapi Bagik Polak,NUSA TENGGARA BARAT,LOMBOK BARAT,LABUAPI,BAGIK POLAK,"Pertokoan Jerneng Labuapi Jl. TGH Lopan (Dekat Jembatan Rumak), Bagik Polak, Kecamatan Labuapi, Kabupaten Lombok Barat, Nusa Tenggara Barat",-8.63096,116.11822,kecamatan,5201,5201030
S05067,SPPG Bandung Soreang Soreang 3,JAWA BARAT,BANDUNG,SOREANG,SOREANG,"Jl. Parung Serab No.184, Sekarwangi, Kec. Soreang, Kab. Bandung, Jawa Barat",-7.0252,107.52591,kecamatan,3204,3204190
S05068,SPPG Kota Bontang Bontang Barat Kanaan 2,KALIMANTAN TIMUR,KOTA BONTANG,BONTANG BARAT,KANAAN,"Jl. Belibis, Kel. Kanaan, Kec. Bontang Barat, Kota Bontang, Kalimantan Timur",0.14513,117.44977,kecamatan,6474,6474030
S05069,SPPG Banyuwangi Muncar Kumendung,JAWA TIMUR,BANYUWANGI,MUNCAR,KUMENDUNG,"Dusun Sumberjoyo Rt.03/Rw.04, Desa Kumendung, Kec. Muncar, Kab, Banyuwangi, Jawa Timur",-8.44802,114.31037,kecamatan,3510,3510050
S05070,SPPG Pandeglang Pulosari Sukasari,BANTEN,PANDEGLANG,PULOSARI,SUKASARI,"Jl. Raya Jiput Caringin, Sukasari, Kec. Pulosari, Kab. Pandeglang, Banten",-6.34167,105.97833,kecamatan,3601,3601141
S05071,SPPG Majalengka Sumberjaya Garawangi,JAWA BARAT,MAJALENGKA,SUMBERJAYA,GARAWANGI,"Jalan Pancuran Blok Pajagan No.56 Desa Garawangi Kecamatan Sumberjaya Kabupaten Majalengka, GARAWANGI, SUMBERJAYA, KAB. MAJALENGKA, JAWA BARAT",-6.22694,107.07461,kecamatan,3210,3210210
S05072,SPPG Pandeglang Kaduhejo Palurahan 2,BANTEN,PANDEGLANG,KADUHEJO,PALURAHAN,"Kampung Citayeum Rt 002 Rw 001, Palurahan, Kec. kaduhejo, Kab. Pandeglang, Banten",-6.31865,106.05814,kecamatan,3601,3601171
S05073,SPPG Malang Tajinan Tajinan,JAWA TIMUR,MALANG,TAJINAN,TAJINAN,"Jl. Raya Tajinan No.65, Tajinan, Tajinan, Kab. Malang, Jawa Timur",-8.0504,112.67946,kecamatan,3507,3507230
S05074,SPPG Demak Guntur Temuroso 3,JAWA TENGAH,DEMAK,GUNTUR,TEMUROSO,"Jl.Krasak RT.03 RW.04, Desa Temuroso, Kec. Guntur, Kab. Demak",-6.8993,110.6122,kabkota,3321,3321030
S05075,SPPG Wonosobo Selomerto Kalierang,JAWA TENGAH,WONOSOBO,SELOMERTO,WONOREJO,"Losari RT 04/RW 04 Desa Wonorejo, Kecamatan Selomerto, Kabupaten Wonosobo, Jawa Tengah",-7.41709,109.91396,kecamatan,3307,3307060
S05076,SPPG Polewali Mandar Polewali Pekkabata,SULAWESI BARAT,POLEWALI MANDAR,POLEWALI,PEKKABATA,"Jl. Todilaling, Samping Cafe NR",-3.42736,119.3513,kecamatan,7602,7602050
S05077,SPPG Tebo Rimbo Ilir Giri Purno,JAMBI,TEBO,RIMBO ILIR,GIRI PURNO,"Jl. Bali, Desa Giri Purno Kecamatan Rimbo Ilir, Kabupaten Tebo, Jambi",-1.39158,102.27768,kecamatan,1508,1508032
S05078,SPPG Lombok Timur Wanasaba Bandok,NUSA TENGGARA BARAT,LOMBOK TIMUR,WANASABA,BANDOK,"Jl. Raya Bandok, Bandok, Kec. Wanasaba, Kab. Lombok Timur, Nusa Tenggara Barat",-8.51974,116.54329,kecamatan,5203,5203091
S05079,SPPG Ciamis Pamarican Sukahurip,JAWA BARAT,CIAMIS,PAMARICAN,KERTAHAYU,"Dusun Tamansari, RT.020, RW.006, Desa Kertahayu, Kecamatan Pamarican",-7.45927,108.5107,kecamatan,3207,3207120
S05080,SPPG Lamongan Lamongan Sumberjo,JAWA TIMUR,LAMONGAN,LAMONGAN,SUMBERJO,"Jl. Sumberjo, Kec. Lamongan, Kab. Lamongan, Jawa Timur",-7.11811,112.41498,kecamatan,3524,3524130
S05081,SPPG Kudus Undaan Undaan Lor,JAWA TENGAH,KUDUS,UNDAAN,UNDAAN LOR,Desa Undaan Lor Kecamatan Undaan Kabupaten Kudus Provinsi Jawa Tengah,-6.90674,110.81953,kecamatan,3319,3319040
S05082,SPPG Bengkalis Pinggir Pinggir 2,RIAU,BENGKALIS,PINGGIR,PINGGIR,"Jl. Bathin Muajolelo Desa Pinggir, Kecamatan Pinggir, Kabupaten Bengkalis, Riau",1.11278,101.43391,kecamatan,1408,1408011
S05083,SPPG Lombok Tengah Praya Barat Daya Darek,NUSA TENGGARA BARAT,LOMBOK TENGAH,PRAYA BARAT DAYA,DAREK,"Jl. Lintas Bendungan Pengge Rt 00 Rw 00 Dusun Joet Desa Darek, Kecamatan Praya Barat Daya, Kabupaten Lombok Tengah, Nusa Tenggara Barat",-8.77287,116.17139,kecamatan,5202,5202011
S05084,SPPG Banggai Balantak Utara Teku,SULAWESI TENGAH,BANGGAI,BALANTAK UTARA,TEKU,"Jl. Trans Sulawesi, Teku, Kec. Balantak Utara, Kab. Banggai, Sulawesi Tengah",-0.76423,123.38228,kecamatan,7202,7202082
S05085,SPPG Probolinggo Gading Wangkal,JAWA TIMUR,PROBOLINGGO,GADING,WANGKAL,"Jl. Mayjen Widodo Dusun. Kramat, Wangkal, Gading, Kab. Probolinggo, Jawa Timur",-7.84581,113.4336,kecamatan,3513,3513100
S05086,SPPG Tasikmalaya Singaparna Sukamulya,JAWA BARAT,TASIKMALAYA,SINGAPARNA,SUKAMULYA,"Jalan Raya Pemda Kp Tanjungantanan RT 002 RW 005, Sukamulya, Singaparna, Kabupaten Tasikmalaya, Jawa Barat",-7.3503,108.12539,kecamatan,3206,3206190
S05087,SPPG Tangerang Kosambi Rawa Burung 2,BANTEN,TANGERANG,KOSAMBI,RAWA BURUNG,"Kampung Rawa Burung Rt 003 Rw 003, Desa Rawa Burung, Kec. Kosambi, Kab. Tangerang, Banten",-6.07345,106.69398,kecamatan,3603,3603210
S05088,SPPG Timor Tengah Utara Kota Kefamenanu Kefamenanu Tengah 2,NUSA TENGGARA TIMUR,TIMOR TENGAH UTARA,KOTA KEFAMENANU,KEFAMENANU TENGAH,"Jl. Soekarno Rt/Rw 035/001, Kefamenanu Tengah, Kota Kefamenanu, Kab. Timor Tengah Utara, Nusa Tenggara Timur",-9.44422,124.47804,kecamatan,5305,5305030
S05089,SPPG Mesuji Mesuji Sido Mulyo 2,LAMPUNG,MESUJI,MESUJI,SIDO MULYO,"Desa/Kelurahan Wira Bangun, Kecamatan Simpang Pematang, Kab/Kota Mesuji, Provinsi Lampung.",-4.00448,105.31312,kecamatan,1811,1811050
S05090,SPPG Bekasi Sukatani Banjarsari,JAWA BARAT,BEKASI,SUKATANI,BANJARSARI,"Banjarsari, Kecamatan Sukatani, Kabupaten Bekasi, Jawa Barat",-6.19604,107.16027,kecamatan,3216,3216120
S05091,SPPG Dompu Dompu Manggeasi,NUSA TENGGARA BARAT,DOMPU,DOMPU,MANGGEASI,Lingkungan Sambi tangga RT.09 RW.04 Kelurahan Kandai Satu,-8.49663,118.47472,kecamatan,5205,5205020
S05092,SPPG Jaktim Makasar Cipinang Melayu 7,DKI JAKARTA,KOTA ADM. JAKARTA TIMUR,MAKASAR,CIPINANG MELAYU,"Jl. H. Sulaiman Rt 09 Rw 03, Cipinang Melayu, Kec. Makasar, Kota Adm. Jakarta Timur, Dki Jakarta",-6.2521,106.884,kabkota,3172,3172040
S05093,SPPG Batu Bara Nibung Hangus Bandar Sono,SUMATERA UTARA,BATU BARA,NIBUNG HANGUS,BANDAR SONO,Jl. Ujung Kubu Dusun II Desa Bandar Sono Kecamatan Nibung Hangus Kabupaten Batu Bara Provinsi Sumatera Utara,3.16166,99.52652,kabkota,1219,
S05094,SPPG Bengkulu Utara Kota Arga Makmur Lubuk Saung 2,BENGKULU,BENGKULU UTARA,KOTA ARGA MAKMUR,LUBUK SAUNG,"Lubuk Saung, Kec. Kota Arga Makmur, Kab. Bengkulu Utara, Bengkulu",-3.40132,102.2319,kecamatan,1703,1703060
S05095,SPPG Kampar Kampa Kampar,RIAU,KAMPAR,KAMPA,KAMPAR,Jalan Raya Pekanbaru- Bangkinang. Km40 Pasar Kampar,0.14667,101.16174,kecamatan,1406,1406060
S05096,SPPG Maluku Tenggara Kei Kecil Ohoijang Watdek,MALUKU,MALUKU TENGGARA,KEI KECIL,OHOIJANG WATDEK,"Kompleks Pelabuhan Motor Watdek, Ohoijang Watdek, Kei Kecil, Kab. Maluku Tenggara, Maluku",-5.78348,132.72716,kecamatan,8102,8102010
S05097,SPPG Gresik Bungah Sukorejo,JAWA TIMUR,GRESIK,BUNGAH,BEDANTEN,"Jl. Pemuda RT 10 RW 03 Desa Bedanten, Kecamatan Bungah, Kabupaten Gresik, Jawa Timur",-7.0238,112.58411,kecamatan,3525,3525120
S05098,SPPG Jember Ajung Mangaran,JAWA TIMUR,JEMBER,AJUNG,MANGARAN,"Jl. Renteng, Desa Mangaran, Kecamatan Ajung, Kabupaten Jember, Jawa Timur",-8.23599,113.65617,kecamatan,3509,3509110
S05099,SPPG Tasikmalaya Leuwisari Arjasari 3,JAWA BARAT,TASIKMALAYA,LEUWISARI,ARJASARI,Jalan Melong Tengah No.15,-7.30645,108.08951,kecamatan,3206,3206210
S05100,SPPG Kulon Progo Galur Tirtorahayu 2,DI YOGYAKARTA,KULON PROGO,GALUR,TIRTORAHAYU,"Pendekan Rt 16, Tirtorahayu, Kec. Galur, Kab. Kulon Progo, Daerah Istimewa Yogyakarta",-7.95072,110.2029,kecamatan,3401,3401040
S05101,SPPG Kota Pekanbaru Rumbai Umban Sari 3,RIAU,KOTA PEKANBARU,RUMBAI,UMBAN SARI,"Jl. Patria Sari III No.9, Umban Sari, Kec. Rumbai, Kota Pekanbaru, Riau",0.64532,101.4112,kecamatan,1471,1471080
S05102,SPPG Bojonegoro Sekar Klino,JAWA TIMUR,BOJONEGORO,SEKAR,KLINO,"Desa Klino, Kecamatan Sekar, Kabupaten Bojonegoro, Jawa Timur",-7.41056,111.72569,kecamatan,3522,3522041
S05103,SPPG Karanganyar Tasikmadu Papahan,JAWA TENGAH,KARANGANYAR,TASIKMADU,PAPAHAN,"Jl. Raya Solo Tawangmangu No. Kmpandes, Papahan, Kec. Tasikmadu, Kab. Karanganyar, Jawa Tengah",-7.57254,110.93874,kecamatan,3313,3313100
S05104,SPPG Kota Medan Medan Deli Mabar 3,SUMATERA UTARA,KOTA MEDAN,MEDAN DELI,MABAR,"Jl. Kayu Putih No 52, Kelurahan Mabar, Kecamatan Medan Deli, Kota Medan, Sumatera Utara",3.5952,98.67222,kecamatan,1275,1275180
S05105,SPPG Labuhanbatu Selatan Sungai Kanan Sabungan,SUMATERA UTARA,LABUHANBATU SELATAN,SUNGAI KANAN,SABUNGAN,"Jl. Lintas Sumtera Utara, Dusun Simandiangin, Desa Sabungan, Kec. Sungai Kanan, Kab. Labuhanbatu Selatan, Sumatera Utara",1.74708,99.87947,kecamatan,1222,1222010
S05106,SPPG Cilacap Bantarsari Bantarsari,JAWA TENGAH,CILACAP,BANTARSARI,BANTARSARI,"Dusun Bulureja, RT 003/RW 006, Kecamatan Bantarsari, Kabupaten Cilacap, Provinsi Jawa Tengah",-7.52426,108.91457,kecamatan,3301,3301110
S05107,SPPG Karawang Cikampek Cikampek Barat 1,JAWA BARAT,KARAWANG,CIKAMPEK,CIKAMPEK BARAT,"Jl Pawarengan Kampung Sukamulya Rt 01 Rw 10, Cikampek Barat, Cikampek, Kab. Karawang, Jawa Barat",-6.39587,107.43811,kecamatan,3215,3215050
S05108,SPPG Cilacap Kroya Pucung Kidul,JAWA TENGAH,CILACAP,KROYA,PUCUNG KIDUL,"Jl. Jend. Gatot Subroto Rt 018 Rw 009, Pucung Kidul, Kec. Kroya, Kab. Cilacap, Jawa Tengah",-7.63314,109.24747,kecamatan,3301,3301180
S05109,SPPG Bojonegoro Temayang Jono,JAWA TIMUR,BOJONEGORO,TEMAYANG,JONO,"Desa Jono Kec Temayang, Jono, Temayang, Kab. Bojonegoro, Jawa Timur",-7.36026,111.91648,kecamatan,3522,3522060
S05110,SPPG Blitar Bakung Sidomulyo,JAWA TIMUR,BLITAR,BAKUNG,SIDOMULYO,"Dusun Kalimeneng Rt 2 Rw 8, Desa Sidomulyo, Kec. Bakung, Kab. Blitar, Jawa Timur",-8.2594,112.07148,kecamatan,3505,3505010
S05111,SPPG Kota Langsa Langsa Baro Karang Anyar,ACEH,KOTA LANGSA,LANGSA BARO,KARANG ANYAR,"Jl. Pendidikan Dusun Rukun, Desa Karang Anyar, Kec. Langsa Baro, Kota Langsa, Aceh",4.48838,97.9266,kecamatan,1173,1173021
S05112,SPPG Kota Samarinda Samarinda Ulu Gunung Kelua 2,KALIMANTAN TIMUR,KOTA SAMARINDA,SAMARINDA ULU,GUNUNG KELUA,"Jl. A.W. Syahranie No. 23, Gunung Kelua, Kec. Samarinda Ulu, Kota Samarinda, Kalimantan Timur",-0.45959,117.11471,kecamatan,6472,6472050
S05113,SPPG Bireuen Jeumpa Blang Bladeh,ACEH,BIREUEN,JEUMPA,BLANG BLADEH,"Jalan Banda Aceh Medan Km 213, Blang Bladeh, Kec. Jeumpa, Kab. Bireuen, Aceh",5.16056,96.65312,kecamatan,1110,1110060
S05114,SPPG Bogor Cibinong Karadenan 4,JAWA BARAT,BOGOR,CIBINONG,KARADENAN,"Kaum Pandak RT 004 / RW 009, KelurahanKaradenan, Kecamatan Cibinong, Kabupaten Bogor, Jawa Barat",-6.49011,106.8307,kecamatan,3201,3201210
S05115,SPPG Kuningan Cibingbin Cibingbin 3,JAWA BARAT,KUNINGAN,CIBINGBIN,CIBINGBIN,"Dusun Wage 1 Rt. 002 Rw. 009 Desa Cibingbin Kecamatan Cibingbin Kabupaten Kuningan, Cibingbin, Cibingbin, Kabupaten Kuningan, Jawa Barat",-7.09887,108.74822,kecamatan,3208,3208070
S05116,SPPG Bangli Susut Demulih,BALI,BANGLI,SUSUT,DEMULIH,"Jl. Manuk Swari, Banjar Demulih, Desa Demulih, Kecamatan Susut, Kabupaten Bangli, Provinsi Bali",-8.42487,115.346,kecamatan,5106,5106010
S05117,SPPG Bantul Dlingo Dlingo,DI YOGYAKARTA,BANTUL,DLINGO,DLINGO,"Dlingo I, Dlingo, Kecamatan Dlingo, Kabupaten Bantul, Daerah Istimewa Yogyakarta",-7.91915,110.46106,kecamatan,3402,3402100
S05118,SPPG Kuningan Cilimus Bandorasawetan 2,JAWA BARAT,KUNINGAN,CILIMUS,BANDORASAWETAN,"Jl. Sangkan Park, Bandorasa Wetan, Kec. Cilimus, Kabupaten Kuningan, Jawa Barat",-7.25317,107.8303,kecamatan,3208,3208170
S05119,SPPG Bekasi Sukawangi Sukadaya,JAWA BARAT,BEKASI,SUKAWANGI,SUKADAYA,"Kampung Pengarengan Rt.005 Rw.002 , Sukadaya, Sukawangi, Kab. Bekasi, Jawa Barat",-6.11683,107.08938,kecamatan,3216,3216111
S05120,SPPG Banyuwangi Wongsorejo Watukebo,JAWA TIMUR,BANYUWANGI,WONGSOREJO,WATUKEBO,"JALAN RAYA SITUBONDO 85, DESA SIDODADI, kecamatan wongsorejo, kabupaten banyuwangi",-8.00304,114.31037,kecamatan,3510,3510210
S05121,SPPG Tegal Tarub Karangjati 1,JAWA TENGAH,TEGAL,TARUB,KARANGJATI,"Jl. Raya Karangjati Balamoa, (Komplek Smk Nu Hasyim Asyari) Karang Jati, Karangjati, Kec. Tarub, Kab. Tegal, Jawa Tengah",-6.92204,109.18206,kecamatan,3328,3328150
S05122,SPPG Bandung Paseh Loa,JAWA BARAT,BANDUNG,PASEH,LOA,"Jl. Pejuang, Loa, Kecamatan Paseh, Kabupaten Bandung, Jawa Barat",-7.0755,107.79915,kecamatan,3204,3204080
S05123,SPPG Halmahera Utara Kao Barat Margomolyo,MALUKU UTARA,HALMAHERA UTARA,KAO BARAT,MARGOMOLYO,"Desa Margomulyo, Kecamatan Kao Barat, Kabupaten Halmahera Utara, Maluku Utara",1.35585,127.76628,kecamatan,8205,8205021
S05124,SPPG Bogor Cigudeg Sukamaju 4,JAWA BARAT,BOGOR,CIGUDEG,SUKAMAJU,"Kampung Cilame Rt. 01 Rw. 12 Desa Sukamaju, Kec. Cigudeg, Kab. Bogor, Jawa Barat",-6.49247,106.55841,kecamatan,3201,3201270
S05125,SPPG Kediri Mojo Kranding 3,JAWA TIMUR,KEDIRI,MOJO,KRANDING,"Kranding, Kecamatan Mojo, Kabupaten Kediri, Jawa Timur",-7.27324,112.76586,kecamatan,3506,3506010
S05126,SPPG Kota Makassar Tamalate Mannuruki 4,SULAWESI SELATAN,KOTA MAKASSAR,TAMALATE,MANNURUKI,"BTN Tabaria C11/3, Mannuruki, Kec. Tamalate, Kota Makassar, Sulawesi Selatan",-5.18373,119.42374,kecamatan,7371,7371030
S05127,SPPG Banyumas Kalibagor Wlahar Wetan,JAWA TENGAH,BANYUMAS,KALIBAGOR,WLAHAR WETAN,"Wlahar Wetan Rt1 Rw2 , Wlahar Wetan, Kec. Kalibagor, Kab. Banyumas, Jawa Tengah",-7.48656,109.29505,kecamatan,3302,3302100
S05128,SPPG Kota Depok Beji Tanah Baru,JAWA BARAT,KOTA DEPOK,BEJI,TANAH BARU,"Jl. R. Sanim No.24, Tanah Baru, Kecamatan Beji, Kota Depok, Jawa Barat",-6.37588,106.82374,kecamatan,3276,3276050
S05129,SPPG Garut Tarogong Kidul Jayaraga 2,JAWA BARAT,GARUT,TAROGONG KIDUL,JAYARAGA,"Jl. Merdeka No 141, Jayaraga, Tarogong Kidul, Kabupaten Garut, Jawa Barat",-7.21179,107.87616,kecamatan,3205,3205181
S05130,SPPG Jepara Kembang Cepogo,JAWA TENGAH,JEPARA,KEMBANG,CEPOGO,"Jl. Raya Cepogo Rt 01 Rw 07 Desa. Cepogo, Kec. Kembang, Kab. Jepara, Jawa Tengah",-6.48724,110.80364,kecamatan,3320,3320101
S05131,SPPG Bogor Cibungbulang Situ Udik 2,JAWA BARAT,BOGOR,CIBUNGBULANG,SITU UDIK,"Kampung Gunung Handeuleum Rt. 001 Rw. 007 Desa Situ Udik, Kecamatan Cibungbulang, Kabupaten Bogor, Jawa Barat",-6.56086,106.6645,kecamatan,3201,3201040
S05132,SPPG Kota Bandar Lampung Bumi Waras Bumi Raya 3,LAMPUNG,KOTA BANDAR LAMPUNG,BUMI WARAS,BUMI RAYA,"Jl. Gatot Subroto No.131 Bumi Raya, Kecamatan Bumi Waras, Kota Bandar Lampung",-5.44349,105.28531,kecamatan,1871,1871021
S05133,SPPG Luwu Bua Tiromanda,SULAWESI SELATAN,LUWU,BUA,TIROMANDA,"Jl. Poros Bua, Tiromanda, Kec. Bua, Kab. Luwu, Sulawesi Selatan",-3.07534,120.2265,kecamatan,7317,7317070
S05134,SPPG Kota Bandar Lampung Sukarame Sukarame 6,LAMPUNG,KOTA BANDAR LAMPUNG,SUKARAME,SUKARAME,"Jl. Murai 3 No.4, Harapan Jaya, Kec. Sukarame, Kota Bandar Lampung, Lampung 35131",-5.3811,105.29556,kecamatan,1871,1871090
S05135,SPPG Purwakarta Darangdan Nangewer,JAWA BARAT,PURWAKARTA,DARANGDAN,NANGEWER,"Jl. Babakankupa Cisomang Nangewer, Kec. Darangdan, Kab. Purwakarta, Jawa Barat",-6.67732,107.44403,kecamatan,3214,3214060
S05136,SPPG Simalungun Silimakuta Saribu Dolok 5,SUMATERA UTARA,SIMALUNGUN,SILIMAKUTA,SARIBU DOLOK,"Jl. Kabanjahe, Saribu Dolok, Kec. Silimakuta, Kab. Simalungun, Sumatera Utara",2.95381,98.62706,kecamatan,1209,1209010
S05137,SPPG Nabire Nabire Wonorejo 2,PAPUA TENGAH,NABIRE,NABIRE,WONOREJO,"Jl. Jayanti, Bumi Wonorejo, Distrik Nabire, Wonorejo, Kec. Nabire, Kab. Nabire, Papua Tengah",-3.37223,135.50163,kecamatan,9404,9404080
S05138,SPPG Solok Pantai Cermin Surian,SUMATERA BARAT,SOLOK,PANTAI CERMIN,SURIAN,"Jl. Jorong Tambang, Surian, Kec. Pantai Cermin, Kab. Solok, Sumatera Barat",-0.96667,100.81667,kabkota,1303,1303040
S05139,SPPG Kota Tangsel Pondok Aren Pondok Kacang Timur 1,BANTEN,KOTA TANGERANG SELATAN,PONDOK AREN,PONDOK KACANG TIMUR,"Jl. Masjid Darul Mualimin No.30 Rt.03 Rw.07 Pondok Kacang Timur, Kec. Pondok Aren, Kota Tangerang Selatan, Banten",-6.28457,106.69749,kecamatan,3674,3674060
S05140,SPPG Muara Enim Semende Darat Laut Pulau Panggung,SUMATERA SELATAN,MUARA ENIM,SEMENDE DARAT LAUT,PULAU PANGGUNG,"Jl. Ulu Enim No. 03, Pulau Panggung, Kec. Semende Darat Laut, Kab. Muara Enim, Sumatera Selatan",-4.09409,103.65943,kecamatan,1603,1603010
S05141,SPPG Sampang Sokobanah Tamberu Daya 5,JAWA TIMUR,SAMPANG,SOKOBANAH,TAMBERU DAYA,"Jl. Ry Tamberu Daya Kampung Nongkesan, Tamberu Daya, Kec. Sokobanah, Kab. Sampang, Jawa Timur",-6.94107,113.41808,kecamatan,3527,3527120
S05142,SPPG Hulu Sungai Tengah Pandawan Matang Ginalun,KALIMANTAN SELATAN,HULU SUNGAI TENGAH,PANDAWAN,MATANG GINALUN,"Jl. Putera Harapan, Desa Matang Ginalun, Kecamatan Pandawan, Kabupaten Hulu Sungai Tengah, Kalimantan Selatan",-2.55653,115.31932,kecamatan,6307,6307080
S05143,SPPG Cilacap Cipari Cipari,JAWA TENGAH,CILACAP,CIPARI,CIPARI,"Jl. Jenderal A. Yani RT 004/RW 001, Desa Cipari, Kec. Cipari, Kab. Cilacap, Provinsi Jawa Tengah",-7.40665,108.77198,kecamatan,3301,3301060
S05144,SPPG Lombok Barat Batu Layar Senteluk 2,NUSA TENGGARA BARAT,LOMBOK BARAT,BATU LAYAR,SENTELUK,"Jl. Raya Senggigi No 88, Dusun Aiq Genti, Desa Senteluk, Kecamatan Batulayar, Lombok, Nusa Tenggara Barat",-8.4984,116.07685,kecamatan,5201,5201061
S05145,SPPG Jaktim Cipayung Cilangkap 6,DKI JAKARTA,KOTA ADM. JAKARTA TIMUR,CIPAYUNG,CILANGKAP,"Jl. Taman Melati No.5 5, Rt. 3 Rw. 3, Cilangkap, Kec. Cipayung, Kota Adm. Jakarta Timur, Dki Jakarta",-6.32725,106.90045,kecamatan,3172,3172030
S05146,SPPG Karawang Karawang Timur Palumbonsari 2,JAWA BARAT,KARAWANG,KARAWANG TIMUR,PALUMBONSARI,"Jl. Manunggal VII, Palumbonsari, Kec. Karawang Timur, Kab. Karawang, Jawa Barat",-6.3054,107.32023,kecamatan,3215,3215112
S05147,SPPG Kota Bogor Bogor Selatan Harjasari 2,JAWA BARAT,KOTA BOGOR,BOGOR SELATAN,HARJASARI,"Babakan Indah Rt. 3/Rw 3, Harjasari, Kecamatan Bogor Selatan, Kota Bogor, Jawa Barat",-6.64282,106.82374,kecamatan,3271,3271010
S05148,SPPG Kota Bandar Lampung Tanjungkarang Pusat Gotong Royong 2,LAMPUNG,KOTA BANDAR LAMPUNG,TANJUNGKARANG PUSAT,GOTONG ROYONG,"Jl. D.I. Panjaitan Rt 06 Lk 02 No. 25, Kelurahan Gotong Royong, Kecamatan Tanjung Karang Pusat, Kota Bandar Lampung, Lampung",-5.41518,105.25166,kecamatan,1871,1871060
S05149,SPPG Pangandaran Pangandaran Pananjung 2,JAWA BARAT,PANGANDARAN,PANGANDARAN,PANANJUNG,"Jalan Bojong Gebang, Rt 03/Rw 04, Dusun Bojong Jati, Desa Pananjung, Kecamatan Pangandaran, Kabupaten Pangandaran, Provinsi Jawa Barat, Kode Pos 46396",-7.61506,108.49883,kecamatan,3218,3218070
S05150,SPPG Wonogiri Wonogiri Giripurwo 3,JAWA TENGAH,WONOGIRI,WONOGIRI,GIRIPURWO,"Salak, Giripurwo Kecamatan Wonogiri, Kabupaten Wonogiri, Jawa Tengah",-7.79785,110.93874,kecamatan,3312,3312140
S05151,SPPG Sidoarjo Waru Tambakrejo,JAWA TIMUR,SIDOARJO,WARU,TAMBAKREJO,"Desa Tambak Rejo No 36, Kec. Waru, Kab. Sidoarjo, Jawa Timur",-7.35114,112.76884,kecamatan,3515,3515140
S05152,SPPG Ogan Komering Ulu Timur Buay Madang Timur Srikaton,SUMATERA SELATAN,OGAN KOMERING ULU TIMUR,BUAY MADANG TIMUR,SRIKATON,"Desa Srikaton Kec. Buay Madang Timur Kab. Ogan Komering Ulu Timur, Sumatera Selatan",-4.1675,104.55387,kecamatan,1609,1609031
S05153,SPPG Brebes Salem Pabuaran,JAWA TENGAH,BREBES,SALEM,PABUARAN,"Malandang, Pabuara, Kecamatan Salem, Kabupaten Brebes, Jawa Tengan",-7.05,108.9,kabkota,3329,3329010
S05154,SPPG Bogor Leuwisadeng Sadeng 4,JAWA BARAT,BOGOR,LEUWISADENG,SADENG,"Pondok Pesantren Mama Bakry Sadeng, Jl. Raya Sadeng No.09 Rt 01 Rw 01, Sadeng, Kec. Leuwisadeng, Kab. Bogor, Jawa Barat",-6.56654,106.59242,kecamatan,3201,3201021
S05155,SPPG Banyuwangi Kabat Benelan Lor,JAWA TIMUR,BANYUWANGI,KABAT,BENELAN LOR,"Dusun Popongan, Desa Benelan lor, RT 01/RW 01, Kec. Kabat, Kab. Banyuwangi",-8.27498,114.32226,kecamatan,3510,3510130
S05156,SPPG Boyolali Banyudono Trayu,JAWA TENGAH,BOYOLALI,BANYUDONO,TRAYU,"Jl. Bangak Simo No.Km 3.2, Tanjunganom, Trayu, Kec. Banyudono, Kab. Boyolali, Jawa Tengah",-7.53463,110.68713,kecamatan,3309,3309090
