id_sppg,nama,prov,kab,kec,desa,alamat,lat,lon,presisi,kode_kab_bps,kode_kec_bps
S05157,SPPG Tulang Bawang Gedung Meneng Gedung Bandar Rejo 2,LAMPUNG,TULANG BAWANG,GEDUNG MENENG,GEDUNG BANDAR REJO,"Kampung Bambu Kuning 002 Rw 004 Desa Gedung Bandar Rejo, Kec. Gedung Meneng, Kab. Tulang Bawang, Lampung",-4.43595,105.54744,kecamatan,1808,1808053
S05158,SPPG Banyumas Purwokerto Barat Rejasari 1,JAWA TENGAH,BANYUMAS,PURWOKERTO BARAT,REJASARI,"Jl. Yos Sudarso. Gg. Kates 1 No. 4 RT.002 RW. 002 Rejasari,Kec. Purwokerto Barat, Kab. Banyumas. Jawa Tegah",-7.42309,109.21774,kecamatan,3302,3302720
S05159,SPPG Tabanan Kerambitan Penarukan,BALI,TABANAN,KERAMBITAN,PENARUKAN,"Desa Penarukan, Kecamatan Kerambitan, Kabupaten Tabanan, Bali",-8.52238,115.08811,kecamatan,5102,5102020
S05160,SPPG Serdang Bedagai Sei Rampah Sei Rejo,SUMATERA UTARA,SERDANG BEDAGAI,SEI RAMPAH,SEI REJO,"Jl. Mawar Baru Desa Sei Rampah Kec. Sei Rampah Kab. Serdang Bedagai, Sumatera Utara",3.49358,99.12625,kecamatan,1218,1218080
S05161,SPPG Kota Medan Medan Timur P Berayan Darat II 4,SUMATERA UTARA,KOTA MEDAN,MEDAN TIMUR,P BERAYAN DARAT II,"Jl. Letter Press No. 40 Pulo Brayan Darat II, Kec. Medan Timur, Kota Medan, Sumatera Utara",3.62543,98.68757,kecamatan,1275,1275150
S05162,SPPG Purwakarta Bojong Bojong Timur 2,JAWA BARAT,PURWAKARTA,BOJONG,BOJONG TIMUR,"Desa Bojong Timur, Kecamatan Bojong, Kabupaten Purwakarta, Jawa Barat",-6.58333,107.45,kabkota,3214,3214070
S05163,SPPG Serdang Bedagai Perbaungan Melati II 2,SUMATERA UTARA,SERDANG BEDAGAI,PERBAUNGAN,MELATI II,"Desa Melati II Kec. Perbaungan Kab. Serdang Bedagai, Sumatera Utara",3.56822,98.94714,kecamatan,1218,1218100
S05164,SPPG Manggarai Barat Komodo Golo Bilas,NUSA TENGGARA TIMUR,MANGGARAI BARAT,KOMODO,GOLO BILAS,"Jl. Trans Flores, Desa Golo Bilas, Kecamatan Komodo, Kabupaten Manggarai Barat, Nusa Tengara Timur",-8.58505,119.44115,kecamatan,5315,5315010
S05165,SPPG Sragen Gesi Gesi,JAWA TENGAH,SRAGEN,GESI,GESI,"Jl. Gesi, Gesi, Kecamatan Gesi, Kabupaten Sragen, Jawa Tengah",-7.32417,111.01027,kecamatan,3314,3314180
S05166,SPPG Wakatobi Wangi-Wangi Pongo 2,SULAWESI TENGGARA,WAKATOBI,WANGI-WANGI,PONGO,"Wangi Wangi, Kab Wakatobi, Provinsi Sulawesi Tenggara, Pongo, Wangi-Wangi, Kab. Wakatobi, Sulawesi Tenggara",-5.28264,123.584,kecamatan,7407,7407040
S05167,SPPG Kubu Raya Sungai Raya Sungai Ambangah,KALIMANTAN BARAT,KUBU RAYA,SUNGAI RAYA,SUNGAI AMBANGAH,"Jalan Karya Desa Sungai Ambangah, RT 003 RW 002, Desa Sungai Ambangah, Kecamatan Sungai Raya, Kubu Raya, Kalimantan Barat",-0.2468,109.61632,kecamatan,6112,6112070
S05168,SPPG Poso Lage Tagolu,SULAWESI TENGAH,POSO,LAGE,TAGOLU,"Jalan Trans Sulawesi, Desa Tagolu, Kecamatan Lage, Kabupaten Poso, Provinsi Sulawesi Tengah",-1.53931,120.84989,kecamatan,7204,7204060
S05169,SPPG Ciamis Ciamis Ciamis 7,JAWA BARAT,CIAMIS,CIAMIS,CIAMIS,"Kelurahan Ciamis, Rt. 2 Rw.3, Kecamatan Ciamis, Kabupaten Ciamis, Jawa Barat",-7.32987,108.33225,kecamatan,3207,3207210
S05170,SPPG Jakpus Sawah Besar Karang Anyar,DKI JAKARTA,KOTA ADM. JAKARTA PUSAT,SAWAH BESAR,KARANG ANYAR,"Jl. Dwiwarna Pasar No 24, Karang Anyar, Kec. Sawah Besar, Kota Adm. Jakarta Pusat, Dki Jakarta",-6.15319,106.83259,kecamatan,3173,3173070
S05171,SPPG Solok Pantai Cermin Surian 2,SUMATERA BARAT,SOLOK,PANTAI CERMIN,SURIAN,"Surian, Kecamatan Pantai Cermin, Kabupaten Solok, Sumatera Barat",-0.96667,100.81667,kabkota,1303,1303040
S05172,SPPG Grobogan Karangrayung Sendangharjo,JAWA TENGAH,GROBOGAN,KARANGRAYUNG,SENDANGHARJO,Jl. Sendangharjo-Telawah No. 1 Dsn. Sendang RT. 02 RW. 06 Ds. Sendangharjo Kec. Karangrayung Kab. Grobogan,-7.15243,110.77185,kecamatan,3315,3315020
S05173,SPPG Kota Medan Medan Barat Silalas,SUMATERA UTARA,KOTA MEDAN,MEDAN BARAT,SILALAS,"Jl. Manggis, Silalas, Kec. Medan Barat, Kota Medan, Sumatera Utara",3.60807,98.66831,kecamatan,1275,1275140
S05174,SPPG Kota Dumai Dumai Timur Jaya Mukti 3,RIAU,KOTA DUMAI,DUMAI TIMUR,JAYA MUKTI,"Jl. Arifin Ahmad Kelurahan Jaya Mukti, Kec. Dumai Timur, Kota Dumai, Riau",1.67121,101.46799,kecamatan,1473,1473030
S05175,SPPG Kepulauan Selayar Pasimasunggu Timur Bontobulaeng,SULAWESI SELATAN,KEPULAUAN SELAYAR,PASIMASUNGGU TIMUR,BONTOBULAENG,"Dusun Pandan Desa Bontobulaeng Kecamatan Pasimasunggu Timur, Bontobulaeng, Pasimasunggu Timur, Kab. Kepulauan Selayar, Sulawesi Selatan",-7.08781,120.74649,kecamatan,7301,7301022
S05176,SPPG Kota Depok Sawangan Cinangka 3,JAWA BARAT,KOTA DEPOK,SAWANGAN,CINANGKA,"Jl. Abdul Wahab Rt. 04 Rw. 08, Kel. Cinangka, Kec. Sawangan, Kota Depok, Jawa Barat",-6.4086,106.76475,kecamatan,3276,3276010
S05177,SPPG Wonosobo Kejajar Dieng 3,JAWA TENGAH,WONOSOBO,KEJAJAR,DIENG,"Dieng, Kecamatan Kejajar, Kabupaten Wonosobo, Jawa Tengah",-7.23165,109.93778,kecamatan,3307,3307130
S05178,SPPG Kota Banjarmasin Banjarmasin Timur Karang Mekar,KALIMANTAN SELATAN,KOTA BANJARMASIN,BANJARMASIN TIMUR,KARANG MEKAR,"Jl. Ratu Zaleha Arraudah No 55, Karang Mekar, Kec. Banjarmasin Timur, Kota Banjarmasin, Kalimantan Selatan",-3.32542,114.62523,kecamatan,6371,6371020
S05179,SPPG Pohuwato Marisa Teratai,GORONTALO,POHUWATO,MARISA,TERATAI,"Jl. Trans Sulawesi, Desa Teratai, Kec. Marisa, Kab. Pohuwato, Gorontalo",0.46673,121.9284,kecamatan,7503,7503030
S05180,SPPG Kudus Dawe Samirejo,JAWA TENGAH,KUDUS,DAWE,SAMIREJO,"Desa Samirejo Rt 4 Rw 5 Kecamatan Dawe, Kabupaten Kudus, Jawa Tengah",-6.70145,110.89106,kecamatan,3319,3319090
S05181,SPPG Kota Bandung Andir Campaka 2,JAWA BARAT,KOTA BANDUNG,ANDIR,CAMPAKA,"Jl. Raya Cimindi No.88, Campaka, Kecamatan Andir, Kota Bandung, Jawa Barat",-6.91143,107.57714,kecamatan,3273,3273180
S05182,SPPG Kayong Utara Sukadana Pangkalan Buton,KALIMANTAN BARAT,KAYONG UTARA,SUKADANA,PANGKALAN BUTON,"Jalan Tanjungpura No 2 RT/RW : 001/001 Desa Pangkalan Buton Kec Sukadana Kab Kayong Utara, Prov. Kalimantan Barat, 78852",-1.43711,110.79781,kabkota,6111,6111020
S05183,SPPG Kota Tangerang Selatan Pondok Aren Parigi 3,BANTEN,KOTA TANGERANG SELATAN,PONDOK AREN,PARIGI,"Jl. Sawo Manila No.8, Parigi, Kec. Pondok Aren, Kota Tangerang Selatan, Banten",-6.28457,106.69749,kecamatan,3674,3674060
S05184,SPPG Lombok Utara Gangga Sambik Bangkol,NUSA TENGGARA BARAT,LOMBOK UTARA,GANGGA,SAMBIK BANGKOL,"Dusun Luk, Desa Sambik Bangkol, Kec. Gangga, Kab. Lombok Utara, Nusa Tenggara Barat",-8.35559,116.25409,kecamatan,5208,5208030
S05185,SPPG Bandung Barat Cikalongwetan Ciptagumati,JAWA BARAT,BANDUNG BARAT,CIKALONGWETAN,CIPTAGUMATI,"Jl. Pasar Lama, Ciptagumati, Cikalongwetan, Kab. Bandung Barat, Jawa Barat",-6.73837,107.43828,kecamatan,3217,3217140
S05186,SPPG Penajam Paser Utara Babulu Babulu Darat,KALIMANTAN TIMUR,PENAJAM PASER UTARA,BABULU,BABULU DARAT,"Dusun Tambong No.Rt 23, Desa Babulu Darat, Kec. Babulu, Kabupaten Penajam Paser Utara, Kalimantan Timur.",-1.4834,116.44299,kecamatan,6409,6409010
S05187,SPPG Kota Makassar Tamalanrea Tamalanrea 9,SULAWESI SELATAN,KOTA MAKASSAR,TAMALANREA,TAMALANREA,"Jl. Perintis Kemerdekaan No.Km.10, Tamalanrea, Kec. Tamalanrea, Kota Makassar, Sulawesi Selatan",-5.09352,119.47596,kecamatan,7371,7371111
S05188,SPPG Konawe Selatan Tinanggea Lapulu,SULAWESI TENGGARA,KONAWE SELATAN,TINANGGEA,LAPULU,"Jl. Torokeku, Desa Lapulu, Kec. Tinanggea, Kab. Konawe Selatan, Sulawesi Tenggara",-4.4441,122.19731,kecamatan,7405,7405010
S05189,SPPG Tuban Tambakboyo Pulogede,JAWA TIMUR,TUBAN,TAMBAKBOYO,PULOGEDE,"Dusun Pulo Rt 04/03 Pulogede, Kec. Tambakboyo, Kab.Tuban, Jawa Timur",-6.81889,111.84493,kecamatan,3523,3523170
S05190,SPPG Pasuruan Kraton Rejosari,JAWA TIMUR,PASURUAN,KRATON,REJOSARI,"Jl. Kedungrejo, Sawah, Rejosari, Kec. Kraton, Kab. Pasuruan, Jawa Timur",-7.73333,112.83333,kabkota,3514,3514170
S05191,SPPG Pasuruan Bangil Kalirejo,JAWA TIMUR,PASURUAN,BANGIL,KALIREJO,"Jl. Bader Rt 1 Rw 4 Kel. Kalirejo, Kec. Bangil, Kab. Pasuruan, Jawa Timur",-7.60498,112.7751,kecamatan,3514,3514150
S05192,SPPG Pamekasan Waru Waru Barat,JAWA TIMUR,PAMEKASAN,WARU,WARU BARAT,"Dusun Pelalang Desa Waru Barat Kec. Waru Kab. Pamekasan, Jawa Timur",-7.35114,112.76884,kecamatan,3528,3528110
S05193,SPPG Karawang Karawang Barat Tanjungpura,JAWA BARAT,KARAWANG,KARAWANG BARAT,TANJUNGPURA,"Jl. Pangkal Perjuangan Blok Stm Taruna Karya No. 21 Rt. 003/Rw. 027 Desa/Kel Tanjungpura, Kec. Karawang Barat Kab. Karawang, Jawa Barat",-6.30157,107.29665,kecamatan,3215,3215113
S05194,SPPG Jember Rambipuji Rowotamtu,JAWA TIMUR,JEMBER,RAMBIPUJI,ROWOTAMTU,"Dusun Curah Mluwo, Rowotamtu, Kecamatan Rambipuji, Kabupaten Jember, Jawa Timur",-8.21863,113.60856,kecamatan,3509,3509120
S05195,SPPG Kota Depok Sawangan Bedahan 7,JAWA BARAT,KOTA DEPOK,SAWANGAN,BEDAHAN,"Jl. Haji Sulaiman Prajna Village, Bedahan, Kec. Sawangan, Kota Depok, Jawa Barat",-6.4086,106.76475,kecamatan,3276,3276010
S05196,SPPG Kepulauan Selayar Bontosikuyu Laiyolo,SULAWESI SELATAN,KEPULAUAN SELAYAR,BONTOSIKUYU,LAIYOLO,"Bonto Tallasa, Laiyolo, Bontosikuyu, Kab. Kepulauan Selayar, Sulawesi Selatan",-6.28698,120.50488,kecamatan,7301,7301030
S05197,SPPG Tangerang Panongan Panongan 1,BANTEN,TANGERANG,PANONGAN,PANONGAN,"Kampung Setu, RT.001/002, Desa Panongan, Kecamatan Panongan, Kabupaten Tangerang, Banten",-6.25771,106.52305,kecamatan,3603,3603040
S05198,SPPG Grobogan Penawangan Ngeluk,JAWA TENGAH,GROBOGAN,PENAWANGAN,NGELUK,"Jl. Raya Penawangan-Godong, Desa Ngeluk Kec. Penawangan Kab. Grobogan Provinsi Jawa Tengah, Ngeluk, Penawangan, Kab. Grobogan, Jawa Tengah",-7.13333,110.5,kecamatan,3315,3315030
S05199,SPPG Tuban Plumpang Kepohagung,JAWA TIMUR,TUBAN,PLUMPANG,KEPOHAGUNG,"Dusun Penembusan, Rt03/Rw08 Desa Kepohagung Kecamatan Plumpang Kabupaten Tuban, Jawa Timur",-7.03697,112.11918,kecamatan,3523,3523090
S05200,SPPG Lampung Utara Kotabumi Selatan Kota Alam,LAMPUNG,LAMPUNG UTARA,KOTABUMI SELATAN,KOTA ALAM,KOTA ALAM KELURAHAN KOTA ALAM KECAMATAN KOTA BUMI SELATAN KABUPATEN LAMPUNG UTARA PROVINSI LAMPUNG,-4.84535,104.89801,kecamatan,1806,1806042
S05201,SPPG Tangerang Mekar Baru Gandaria,BANTEN,TANGERANG,MEKAR BARU,GANDARIA,"Kampung Pecinam Rt. 006 Rw. 004, Desa Gandaria, Kec. Mekar Baru, Kab. Tangerang, Banten",-6.2,106.46667,kabkota,3603,3603151
S05202,SPPG Kota Bandar Lampung Kemiling Sumber Rejo 6,LAMPUNG,KOTA BANDAR LAMPUNG,KEMILING,SUMBER REJO,"Jl. Sejahtera Gang Pesantren No.Rt 04, Sumber Rejo, Kec. Kemiling, Kota Bandar Lampung, Lampung",-5.40377,105.20193,kecamatan,1871,1871071
S05203,SPPG Lombok Timur Lenek Lenek Lauk,NUSA TENGGARA BARAT,LOMBOK TIMUR,LENEK,LENEK LAUK,"Jl. Baru Lenek No.88, Lenek Lauk, Kec. Lenek, Kab. Lombok Timur, Nusa Tenggara Barat",-8.53333,116.53333,kabkota,5203,
S05204,SPPG Kota Medan Medan Area Tegal Sari II,SUMATERA UTARA,KOTA MEDAN,MEDAN AREA,TEGAL SARI II,"Jl. Seto, Kel. Tegal Sari II, Kec. Medan Area, Kota Medan, Sumatera Utara",3.5777,98.70132,kecamatan,1275,1275050
S05205,SPPG Serang Jawilan Cemplang,BANTEN,SERANG,JAWILAN,CEMPLANG,"Kampung Mulyasari Rt.04 Rw 01, Desa Cemplang Kec. Jawilan, Kab. Serang, Banten",-6.27966,106.35212,kecamatan,3604,3604100
S05206,SPPG Probolinggo Tongas Curahdringu,JAWA TIMUR,PROBOLINGGO,TONGAS,CURAHDRINGU,"Jl. Raya Tongas Rt.09/ Rw.04 Karang Sawo, Curahdringu, Kecamatan Tongas, Kabupaten Probolinggo, Jawa Timur",-7.763,113.08459,kecamatan,3513,3513230
S05207,SPPG Tulungagung Rejotangan Rejotangan 2,JAWA TIMUR,TULUNGAGUNG,REJOTANGAN,REJOTANGAN,"Jl. Raya Tulungagung Blitar, Desa Rejotangan, Kec. Rejotangan, Kab. Tulungagung, Jawa Timur",-8.14729,112.05956,kecamatan,3504,3504080
S05208,SPPG Bandung Barat Padalarang Kertajaya 3,JAWA BARAT,BANDUNG BARAT,PADALARANG,KERTAJAYA,"Jl. Kancahnangkup Kidul, Kertajaya, Kec. Padalarang, Kab. Bandung Barat, Jawa Barat",-6.84365,107.47838,kecamatan,3217,3217090
S05209,SPPG Tangerang Tigaraksa Pasir Nangka 3,BANTEN,TANGERANG,TIGARAKSA,PASIR NANGKA,"Kampung Gudang Desa Pasir Nangka, Kec. Tigaraksa, Kab. Tangerang, Banten",-6.26189,106.48375,kecamatan,3603,3603020
S05210,SPPG Kota Makassar Biringkanaya Sudiang Raya 3,SULAWESI SELATAN,KOTA MAKASSAR,BIRINGKANAYA,SUDIANG RAYA,"Jl. Pajjaiyang, Sudiang Raya, Kecamatan Biringkanaya, Kota Makassar, Sulawesi Selatan",-5.0912,119.52237,kecamatan,7371,7371110
S05211,SPPG Sidoarjo Buduran Dukuhtengah 4,JAWA TIMUR,SIDOARJO,BUDURAN,DUKUHTENGAH,"Jl. Pahlawan No. 56, Kel. Dukuhtengah, Kec. Buduran, Kab. Sidoarjo, Jawa Timur",-7.43246,112.75692,kecamatan,3515,3515120
S05212,SPPG Demak Karangawen Karangawen,JAWA TENGAH,DEMAK,KARANGAWEN,TLOGOREJO,"Tlogotirto RT 03 RW 13, Desa Tlogorejo, Kecamatan Karangawen, Kabupaten Demak.",-7.10247,110.53346,kecamatan,3321,3321020
S05213,SPPG Pidie Sakti Lameue Mns. Lueng,ACEH,PIDIE,SAKTI,LAMEUE MNS. LUENG,"Jl. Lamlo Jabal Ghafur, Desa Lameu Meunasah Lueng, Kec. Sakti, Kab. Pidie, Aceh",5.08,96.11,kabkota,1109,1109120
S05214,SPPG Purwakarta Tegalwaru Warungjeruk 1,JAWA BARAT,PURWAKARTA,TEGALWARU,WARUNGJERUK,"Kampung Babakan No.29 Rt.18 Rw.9, Warungjeruk, Tegalwaru, Kab. Purwakarta, Jawa Barat",-6.62,107.32575,kecamatan,3214,3214030
S05215,SPPG Timor Tengah Utara Bikomi Selatan Naiola,NUSA TENGGARA TIMUR,TIMOR TENGAH UTARA,BIKOMI SELATAN,NAIOLA,"Jl. timor raya, RT 010/RW003, Desa Naiola, Kec. Bikomi Selatan, Kab. Timor Tengah Utara",-9.54127,124.56391,kecamatan,5305,5305022
S05216,SPPG Bandung Ciparay Serangmekar 2,JAWA BARAT,BANDUNG,CIPARAY,SERANGMEKAR,"Jl. Raya Laswi, Desa Serangmekar, Kec. Ciparay, Kab. Bandung, Jawa Barat",-7.04018,107.71329,kecamatan,3204,3204130
S05217,SPPG Garut Bl. Limbangan Pasirwaru,JAWA BARAT,GARUT,BL. LIMBANGAN,PASIRWARU,"Kampung Pasirwaru Rt 01 Rw 02 Desa Pasirwaru Kec. Bl. Limbangan Kab. Garut, Jawa Barat",-7.00809,107.94133,kecamatan,3205,3205290
S05218,SPPG Hulu Sungai Selatan Angkinang Bakarung,KALIMANTAN SELATAN,HULU SUNGAI SELATAN,ANGKINANG,BAKARUNG,"Jl. A. Yani Km 5.5 Rt 1 Rw 1 Desa Bakarung, Kec. Angkinang, Kab. Hulu Sungai Selatan, Kalimantan Selatan",-2.72017,115.2719,kecamatan,6306,6306040
S05219,SPPG Pati Batangan Raci 2,JAWA TENGAH,PATI,BATANGAN,RACI,"Dusun Ketitang Kulon Rt001 Rw001 Desa Raci, Kec. Batangan, Kab. Pati, Jawa Tengah",-6.71667,111.21667,kecamatan,3318,3318070
S05220,SPPG Sampang Banyuates Kembang Jeruk 2,JAWA TIMUR,SAMPANG,BANYUATES,KEMBANG JERUK,"Dusun Krojeh, Desa Kembang Jeruk, Kec. Banyuates, Kab. Sampang, Jawa Timur",-6.94401,113.16798,kecamatan,3527,3527090
S05221,SPPG Seluma Talo Masmambang,BENGKULU,SELUMA,TALO,MASMAMBANG,Jl. Raya Bengkulu-Manna Kel. Masmambang Kec. Talo Kab. Seluma Prov. Bengkulu,-4.15029,102.69053,kecamatan,1705,1705030
S05222,SPPG Karo Berastagi Gulindang I,SUMATERA UTARA,KARO,BERASTAGI,GUNDALING I,"Jl. Merdeka No. 01, Kel. Gundaling I, Kec. Berastagi, Kab. Karo, Prov. Sumatera Utara",3.18529,98.50491,kecamatan,1211,1211100
S05223,SPPG Kota Bogor Tanah Sareal Mekar Wangi 4,JAWA BARAT,KOTA BOGOR,TANAH SAREAL,MEKAR WANGI,"Jl. Kh Ahmad Sya`yani Sumurwangi Rt03 Rw05 Kelurahan Mekarwangi, Kecamatan Tanah Sareal Bogor, Kota Bogor, Jawa Barat",-6.5515,106.78834,kecamatan,3271,3271060
S05224,SPPG Kendal Boja Boja 3,JAWA TENGAH,KENDAL,BOJA,BOJA,"Jl. Pahlawan Gentan Lor Rt 8 Rw 3, Desa Boja, Kecamatan Boja Kabupaten Kendal, Jawa Tengah",-7.11445,110.27131,kecamatan,3324,3324070
S05225,SPPG Kota Serang Curug Curug,BANTEN,KOTA SERANG,CURUG,CURUG,"Jl. Ki. Ajurum Curug , Curug , Curug, Kota Serang, Banten",-6.23573,106.57019,kecamatan,3673,3673010
S05226,SPPG Gorontalo Tolangohula Molohu,GORONTALO,GORONTALO,TOLANGOHULA,MOLOHU,"Desa Molohu, Kecamatan Tolangohula, Kabupaten Gorontalo, Gorontalo",0.74726,122.5599,kecamatan,7502,7502042
S05227,SPPG Kota Samarinda Samarinda Ulu Gunung Kelua,KALIMANTAN TIMUR,KOTA SAMARINDA,SAMARINDA ULU,GUNUNG KELUA,"Jl. A. Wahab Syahranie RT 33 Gn. Kelua, Kec. Samarinda Ulu, Kota Samarinda, Kalimantan Timur 75123 (Villa Tamara)",-0.45959,117.11471,kecamatan,6472,6472050
S05228,SPPG Hulu Sungai Selatan Daha Selatan Bayanan 3,KALIMANTAN SELATAN,HULU SUNGAI SELATAN,DAHA SELATAN,BAYANAN,"Bayanan, Kec. Daha Selatan, Kab. Hulu Sungai Selatan, Kalimantan Selatan",-2.67831,115.11777,kecamatan,6306,6306090
S05229,SPPG Kota Depok Bojongsari Pondok Petir 3,JAWA BARAT,KOTA DEPOK,BOJONGSARI,PONDOK PETIR,"Jl. Sabran No.03 Rt.001/019, Pondok Petir, Kecamatan Bojongsari, Kota Depok, Jawa Barat",-6.39913,106.74116,kecamatan,3276,3276011
S05230,SPPG Sampang Kedungdung Komis 3,JAWA TIMUR,SAMPANG,KEDUNGDUNG,KOMIS,"Jl. Raya Kedungdung, Desa/Kelurahan Komis, Kec.Kedungdung. Kab.Sampang, Provinsi Jawa Timur",-7.06961,113.25136,kecamatan,3527,3527060
S05231,SPPG Sukoharjo Gatak Trangsan,JAWA TENGAH,SUKOHARJO,GATAK,TRANGSAN,"Dukuh Jamur Rt.03 Rw.08 Ds. Trangsan Kec. Gatak Kab. Sukoharjo, Jawa Tengah",-7.58745,110.74205,kecamatan,3311,3311110
S05232,SPPG Konawe Selatan Konda Cialam Jaya,SULAWESI TENGGARA,KONAWE SELATAN,KONDA,CIALAM JAYA,"Desa Cialam Jaya Kecamatan Konda, Kabupaten Konawe Selatan, Sulawesi Tenggara",-4.11394,122.46937,kecamatan,7405,7405080
S05233,SPPG Sinjai Sinjai Selatan Alenangka 2,SULAWESI SELATAN,SINJAI,SINJAI SELATAN,ALENANGKA,"Jl. Bayangkara, Rt 002 Rw 004, Dusun Lappacilama, Desa Alenangka, Kec. Sinjai Selatan, Kab. Sinjai, Sulawesi Selatan",-5.19521,120.18202,kecamatan,7307,7307030
S05234,SPPG Cilacap Cilacap Selatan Tegalreja,JAWA TENGAH,CILACAP,CILACAP SELATAN,TEGALREJA,"Jl. DI Pandjaitan No.74 RT 006 RW 004, Kelurahan Tegalreja, Kecamatan Cilacap Selatan, Kabupaten Cilacap, Jawa Tengah",-7.74969,108.96211,kecamatan,3301,3301710
S05235,SPPG Tanggamus Gisting Campang 1,LAMPUNG,TANGGAMUS,GISTING,CAMPANG,Jl. Raya Sidokaton. CAMPANG. kec. GISTING. Kab. Tanggamus. Lampung,-5.43061,104.74043,kecamatan,1802,1802042
S05236,SPPG Tasikmalaya Cikalong Mandalajaya,JAWA BARAT,TASIKMALAYA,CIKALONG,MANDALAJAYA,"Jl. Raya Cikalong, Kp Mangkabaya, 144 Jawa RT 005/ RW 006 Desa Mandalajaya, Kecamatan Cikalong,Tasikmalaya",-7.45,108.03333,kecamatan,3206,3206030
S05237,SPPG Majalengka Panyingkiran Karyamukti 2,JAWA BARAT,MAJALENGKA,PANYINGKIRAN,KARYAMUKTI,"Karyamukti, Kecamatan Panyingkiran, Kabupaten Majalengka, Jawa Barat",-6.81393,108.17845,kecamatan,3210,3210160
S05238,SPPG Kota Depok Cipayung Bojong Pondok Terong,JAWA BARAT,KOTA DEPOK,CIPAYUNG,BOJONG PONDOK TERONG,"Jl. Raya Citayam H. Dul Rt 04 Rw 05 No. 100 Kelurahan. Bojong Pondokterong, Kecamatan Cipayung, Kota. Depok, Jawa Barat",-6.32725,106.90045,kecamatan,3276,3276021
S05239,SPPG Situbondo Bungatan Bletok,JAWA TIMUR,SITUBONDO,BUNGATAN,BLETOK,"Jl. Raya Pasir Putih No.54 Desa Bletok, Kec. Bungatan, Kab. Situbondo, Jawa Timur",-7.74039,113.82278,kecamatan,3512,3512070
S05240,SPPG Batang Batang Kauman,JAWA TENGAH,BATANG,BATANG,KAUMAN,"Jl Wahid Hasyim, No. 41B, Kelurahan Kauman, Kec. Batang, Kab. Batang, Jawa Tengah.",-6.90804,109.73268,kecamatan,3325,3325110
S05241,SPPG Jeneponto Bangkala Benteng 3,SULAWESI SELATAN,JENEPONTO,BANGKALA,BENTENG,"Jl. Poros Takalar Jeneponto Kel. Benteng Kec. Bangkala Kab. Jeneponto, Sulawesi Selatan",-5.56831,119.59196,kecamatan,7304,7304010
S05242,SPPG Pati Kayen Sundoluhur 2,JAWA TENGAH,PATI,KAYEN,SUNDOLUHUR,Desa Sundoluhur Rt:09/02 Kecamatan Kayen Kabupaten Pati,-6.89914,110.98643,kecamatan,3318,3318020
S05243,SPPG Sumenep Pragaan Pakamban Laok 2,JAWA TIMUR,SUMENEP,PRAGAAN,PAKAMBAN LAOK,"Jl. Raya Pamekasan Sumenep, Dusun Galis, Desa Pekamban Laok, Kec, Pragaan, Kab, Sumenep, Jawa Timur",-7.08809,113.65617,kecamatan,3529,3529010
S05244,SPPG Bangkalan Tanjung Bumi Tanjung Bumi 2,JAWA TIMUR,BANGKALAN,TANJUNG BUMI,TANJUNG BUMI,"Pakerengan, Kecamatan Tanjung Bumi, Kabupaten Bangkalan, Jawa Timur",-6.89955,113.06077,kecamatan,3526,3526160
S05245,SPPG Lebak Cimarga Cimarga 2,BANTEN,LEBAK,CIMARGA,CIMARGA,"Kel. Cimarga, Kec. Cimarga, Kab. Lebak, Banten",-6.46222,106.22868,kecamatan,3602,3602140
S05246,SPPG Banyumas Kembaran Dukuhwaluh 2,JAWA TENGAH,BANYUMAS,KEMBARAN,DUKUHWALUH,"Jalan Sunan Bonang, Desa Dukuhwaluh, Kecamatan Kembaran, Kabupaten Banyumas, Jawa Tengah",-7.40419,109.29505,kecamatan,3302,3302220
S05247,SPPG Kolaka Samaturu Puu Tamboli 2,SULAWESI TENGGARA,KOLAKA,SAMATURU,PUU TAMBOLI,"Desa Puu Tamboli, Kec. Samaturu, Kab. Kolaka, Sulawesi Tenggara",-3.93181,121.3999,kecamatan,7404,7404071
S05248,SPPG Hulu Sungai Utara Amuntai Utara Sungai Turak,KALIMANTAN SELATAN,HULU SUNGAI UTARA,AMUNTAI UTARA,SUNGAI TURAK,"Jl. Majakalait Desa Sungai Turak Rt 04, Sungai Turak, Kec. Amuntai Utara, Kab. Hulu Sungai Utara, Kalimantan Selatan",-2.4166,115.2391,kecamatan,6308,6308070
S05249,SPPG Lampung Utara Abung Timur Surakarta,LAMPUNG,LAMPUNG UTARA,ABUNG TIMUR,SURAKARTA,"Surakarta Rt 001 Rw 002, Surakarta, Kec. Abung Timur, Kab. Lampung Utara, Lampung",-4.74848,104.96225,kecamatan,1806,1806060
S05250,SPPG Purwakarta Campaka Benteng 2,JAWA BARAT,PURWAKARTA,CAMPAKA,BENTENG,"Kampung Krajan Rt.05 Rw.02, Benteng, Kecamatan Campaka, Kabupaten Purwakarta, Jawa Barat",-7.10124,107.58187,kecamatan,3214,3214110
S05251,SPPG Malang Bululawang Wandanpuro 2,JAWA TIMUR,MALANG,BULULAWANG,WANDANPURO,"Jl. Sidomulyo Gang IV, Rt.31/Rw.09, Sidomulyo, Wandanpuro, Kecamatan Bululawang, Kabupaten Malang, Jawa Timur 65171",-8.11297,112.65562,kecamatan,3507,3507130
